"fs_id","name","path","is_directory","size_bytes","md5","category","server_mtime"
"710468025032305","【SDK】Openharmony","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Openharmony","True","0",,"6","1729649026"
"738122029538895","kernel4.9","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9","True","0",,"6","1779250142"
"1082540222991993","kernel6.1","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel6.1","True","0",,"6","1779250164"
"801017379838696","repo工具","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/repo工具","True","0",,"6","1751851773"
"681616329553747","7z2201-x64.exe","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/7z2201-x64.exe","False","1575742","722a0aea2v0b3a2e56565ba82644548e","5","1715653033"
"601334619996408","DriverAssitant_v5.11.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/DriverAssitant_v5.11.zip","False","9813168","98e19649dr72dfb84808b03229439b33","6","1715653033"
"616658214426484","EfuseTool_v1.42.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/EfuseTool_v1.42.zip","False","731921","1c5184b40uf48453cda5dadf00587f68","6","1715653033"
"158629852474996","FactoryTool-1.71.200.rar","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/FactoryTool-1.71.200.rar","False","1038912","780e22a2bv742a882106d69c4aacbb1e","6","1715653033"
"625132720263428","Linux_Pack_Firmware.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/Linux_Pack_Firmware.zip","False","1987732","2f397eae4m09c95dca453da190347db5","6","1715653033"
"1076007591763559","Linux_Upgrade_Tool_v1.65.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/Linux_Upgrade_Tool_v1.65.zip","False","2640232","7a200638dgdbcd5d20478fae36662abe","6","1724900891"
"581196157655666","Linux_Upgrade_Tool_v2.1.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/Linux_Upgrade_Tool_v2.1.zip","False","2387520","e9009bab3vc5afd3e7890cba505c5bdb","6","1715653033"
"795431356933406","MobaXterm_Portable_v20.3.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/MobaXterm_Portable_v20.3.zip","False","26102254","c7d63bc06nde11d1df82cf09668b7fdc","6","1715653033"
"988142164468292","platform-tools_r33.0.3-linux.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/platform-tools_r33.0.3-linux.zip","False","7505569","f52c5dd8fj85ddda4a3952069a595e19","6","1715653033"
"406418064687211","platform-tools_r33.0.3-windows.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/platform-tools_r33.0.3-windows.zip","False","5642796","cb581f61fs3f3228ef894a089624b379","6","1715653033"
"747147022910529","RKDevTool_Release_v2.86.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/RKDevTool_Release_v2.86.zip","False","3213241","1583dc0a6t05cb2b1a6c4c34ba69b30c","6","1715653033"
"420970772026348","RKDevTool_Release_v2.92.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/RKDevTool_Release_v2.92.zip","False","2745366","79e36c990v0c6839be11a58200c72f7e","6","1715653033"
"1093927814452867","RNDIS驱动.rar","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/RNDIS驱动.rar","False","11693","1b7d339b0r18d0d694c165ecc38ee104","6","1715653033"
"1084429683821112","scrcpy-win64-v2.3.1.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/scrcpy-win64-v2.3.1.zip","False","6048800","066f95af4k344588c5c72d3a24729e9e","6","1724930978"
"84005471347013","SDCardFormatterv5_WinEN.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/SDCardFormatterv5_WinEN.zip","False","6319151","f436af662l7dec0f0561a056a3b4a7dc","6","1715653033"
"610681525961615","SDDiskTool_v1.7.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/SDDiskTool_v1.7.zip","False","486838","869538ffasfa35bf234711db32576883","6","1715653033"
"790058091947818","SecureBootTool_v2.2.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/SecureBootTool_v2.2.zip","False","3011296","d83412643m67d05504192292024d56ef","6","1715653033"
"142393451083194","upgrade_tool_v2.3_mac.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/upgrade_tool_v2.3_mac.zip","False","474878","99c4a5080k7465c0cfb00705210c48b9","6","1724900891"
"1118514432747446","usb_driver_r13-windows.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/usb_driver_r13-windows.zip","False","8682039","5778560b9rcf089d5b595a20c3f09318","6","1747994830"
"315972386722062","USB转串口驱动-CH340.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/USB转串口驱动-CH340.zip","False","183443","460cf9637t52a2751d709c5d83014e94","6","1715653033"
"813508713408852","win32diskimager-1.0.0-install.exe.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/win32diskimager-1.0.0-install.exe.zip","False","12499461","f1422b24aq2eee0504793adf76410d20","6","1715653033"
"307463083497143","wsl_update_x64.zip","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/wsl_update_x64.zip","False","16635059","172ab10b9i823bf10ab192e853e7a8c7","6","1725006955"
"197742120630107","H0400S001.zip","/立创·泰山派开发板资料/第08章.【立创·泰山派】模块移植/H0400S001.zip","False","23949325","bd3a5abfbuf96297f37dd0c7aa386b29","6","1715653033"
"292731310861148","TODO.txt","/立创·泰山派开发板资料/第08章.【立创·泰山派】模块移植/TODO.txt","False","0","8e23f7635tb64136eddb0719602bc477","4","1715653033"
"162823140277477","【底部扩展板】项目资料","/立创·泰山派开发板资料/第09章.【立创·泰山派】项目案例/【底部扩展板】项目资料","True","0",,"6","1716977984"
"295498145211439","【智能小手机】项目资料","/立创·泰山派开发板资料/第09章.【立创·泰山派】项目案例/【智能小手机】项目资料","True","0",,"6","1715653033"
"935049206564739","Qt5.12.10-arm(已经交叉编译)【RK3566】","/立创·泰山派开发板资料/第11章.【立创·泰山派】常见问题/Qt5.12.10-arm(已经交叉编译)【RK3566】","True","0",,"6","1718698193"
"527006932781369","ubuntu系统摄像头发绿","/立创·泰山派开发板资料/第11章.【立创·泰山派】常见问题/ubuntu系统摄像头发绿","True","0",,"6","1725263605"
"661653280403235","TODO.txt","/立创·泰山派开发板资料/第11章.【立创·泰山派】常见问题/TODO.txt","False","0","8e23f7635tb64136eddb0719602bc477","4","1715653033"
"367357211304700","任何问题都可以直接联系我们备明来意.jpg","/立创·泰山派开发板资料/第11章.【立创·泰山派】常见问题/任何问题都可以直接联系我们备明来意.jpg","False","220825","22430121emf3cd435c72330c1766360d","3","1715653033"
"728007918093436","TODO.txt","/立创·泰山派开发板资料/第12章.【立创·泰山派】训练营活动/TODO.txt","False","0","8e23f7635tb64136eddb0719602bc477","4","1715653033"
"127676145715770","必读.txt","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板39Pin_Hub2.0_以太网扩展板/必读.txt","False","759","ab9fc2177m646ca006044e2fd25b43c3","4","1715653033"
"622325432842213","反面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板39Pin_Hub2.0_以太网扩展板/反面.png","False","762360","5f5c04aebrf270abd2706a7307551a0f","3","1715653033"
"275663645751325","立创.泰山派底部39Pin_Hub2.0_Ethernet扩展板_2023-12-26.epro","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板39Pin_Hub2.0_以太网扩展板/立创.泰山派底部39Pin_Hub2.0_Ethernet扩展板_2023-12-26.epro","False","1584019","49d26e661k9ac27bfcfd854e3e9a90e7","6","1715653033"
"523643654178310","正面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板39Pin_Hub2.0_以太网扩展板/正面.png","False","1023759","e2af80df9vc175b655806812259c194f","3","1715653033"
"669327757790554","组合方式.jpg","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板39Pin_Hub2.0_以太网扩展板/组合方式.jpg","False","228745","89fddfa8ahfe032ca124aa1fac877016","3","1715653033"
"771235449941790","20230918上壳.STEP","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/20230918上壳.STEP","False","295770","5ceccf262i5350a9d619518ba72d297f","6","1715653033"
"428930092356673","20230918上壳.STL","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/20230918上壳.STL","False","3074684","f6cecfa77p6433a5bab841aa614705bc","6","1715653033"
"518336931618742","20230918下壳.STEP","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/20230918下壳.STEP","False","2550043","af6081e41sc98ebb408996e12f371948","6","1715653033"
"380288209353827","20230918下壳.STL","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/20230918下壳.STL","False","2473484","a6471f90el5c2ec222bef624cc54c801","6","1715653033"
"199250510762580","3D打印测试1.jpg","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/3D打印测试1.jpg","False","12883520","14318e0f1v7999e1e52722274f5ff9ef","3","1715653033"
"873072934519922","3D打印测试2.jpg","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/3D打印测试2.jpg","False","14967373","9d0328f07l658c39cfd7deca8f90bd15","3","1715653033"
"830135569145069","3D打印测试3.jpg","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/3D打印测试3.jpg","False","4180145","5ed79ea45qd93d20a47314ce1525e40a","3","1715653033"
"254425110780781","必读.txt","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/必读.txt","False","2105","71d93b397gd3b3c25517beb5526d35ec","4","1715653033"
"793490258698576","导光柱.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/导光柱.png","False","102975","a578320e6u262cb13ab99cee12d479e2","3","1715653033"
"839422872169421","固定螺丝.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/固定螺丝.png","False","303379","b00604aebm7439f9007513e23132c5d2","3","1715653033"
"215737769891348","效果图.jpg","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板CNC外壳A版/效果图.jpg","False","207304","112c1b943rc72b46e8fdee43924407e9","3","1715653033"
"697227873988861","必读.txt","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板电源PD诱骗小板/必读.txt","False","1263","83ea50d70r99d00c7e2ae9e90b77142d","4","1715653033"
"324994499723684","电源板反面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板电源PD诱骗小板/电源板反面.png","False","280173","66fae922dr2e2fde1c1f9051eb60092c","3","1734490295"
"49978630138498","电源板正面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板电源PD诱骗小板/电源板正面.png","False","311134","5376e2d76l901dd21ed3438d9908e259","3","1734490223"
"499245723636251","立创·泰山派开发板PD诱骗小板2024-12-18.epro","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板电源PD诱骗小板/立创·泰山派开发板PD诱骗小板2024-12-18.epro","False","149255","a1af4f808h47e133c354cf619f32928d","6","1734489952"
"90401642773438","必读.txt","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板项目工程/必读.txt","False","432","1ae3dee50hd083dd4906768dbba66feb","4","1715653033"
"613013148351217","立创·泰山派开发板项目工程源文件_2023-12-01.epro","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板项目工程/立创·泰山派开发板项目工程源文件_2023-12-01.epro","False","20336959","7877eb524k6152916ac199c54f6904dd","6","1715653033"
"362536098542837","立创·泰山派开发板原理图.pdf","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板项目工程/立创·泰山派开发板原理图.pdf","False","11760429","3f543fa28v141e0d480a1d3aacdbc912","4","1715653033"
"611700015279921","背面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板音频小板/背面.png","False","379580","68fe2a288n55b03faf5cfa496c9ff1c9","3","1715653033"
"635134660419225","必读.txt","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板音频小板/必读.txt","False","335","c65331ef0h303f66c9380b85a0745ba6","4","1715653033"
"396084410717405","立创·泰山派开发板音频小板_2023-12-05.epro","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板音频小板/立创·泰山派开发板音频小板_2023-12-05.epro","False","53027","38a13657fj25122d6a61e9cb592d4c38","6","1715653033"
"527127466299954","正面.png","/立创·泰山派开发板资料/第02章.【立创·泰山派】开源硬件/立创·泰山派开发板音频小板/正面.png","False","333038","d73fd43e2q297bbde575abdfcc68de8e","3","1715653033"
"973177390473792","【共建】debian13-linux6.1","/立创·泰山派开发板资料/第03章.【立创·泰山派】文档手册/【共建】文档附件/【共建】debian13-linux6.1","True","0",,"6","1755074206"
"209875140428633","【共建】MIPI 4寸长屏转接板","/立创·泰山派开发板资料/第03章.【立创·泰山派】文档手册/【共建】文档附件/【共建】MIPI 4寸长屏转接板","True","0",,"6","1724997146"
"679280170337740","【共建】SPI转CAN","/立创·泰山派开发板资料/第03章.【立创·泰山派】文档手册/【共建】文档附件/【共建】SPI转CAN","True","0",,"6","1724991538"
"277406528209265","【共建】Ubuntu 22.04LTS编译","/立创·泰山派开发板资料/第03章.【立创·泰山派】文档手册/【共建】文档附件/【共建】Ubuntu 22.04LTS编译","True","0",,"6","1724989852"
"331561693665377","ScreenParameter.zip","/立创·泰山派开发板资料/第04章.【立创·泰山派】参考资料/ScreenParameter/ScreenParameter.zip","False","8304","e687c122bsce4611e6c3c008ab1f46bc","6","1724904548"
"507184711948502","Android.zip","/立创·泰山派开发板资料/第04章.【立创·泰山派】参考资料/【瑞芯微】官方资料/Android.zip","False","310585201","73f7c0f0bid5e137baf987df01a98ce2","6","1715653033"
"197747425849146","Linux.zip","/立创·泰山派开发板资料/第04章.【立创·泰山派】参考资料/【瑞芯微】官方资料/Linux.zip","False","653554074","814013569vdc64765268b70dfd4228da","6","1715653033"
"129992871203114","RK356x数据手册.zip","/立创·泰山派开发板资料/第04章.【立创·泰山派】参考资料/【瑞芯微】官方资料/RK356x数据手册.zip","False","62337178","b037d0fdcie8cc642ff8d38d7a7f8334","6","1715653033"
"350883906318233","tspi_android_sdk_20230909.tar.gz","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Android11/tspi_android_sdk_20230909.tar.gz","False","28162468926","ed49b69f9h6c45cbfd9541f947445df0","6","1775122983"
"190368191936958","tspi_android_sdk_repo_20240202.tar.gz","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Android11/tspi_android_sdk_repo_20240202.tar.gz","False","46447172709","1227aea4fkcace7eba2b312f4a34d18b","6","1775122983"
"129771567944849","tspi_android_sdk_repo_20240202_md5sum.txt","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Android11/tspi_android_sdk_repo_20240202_md5sum.txt","False","72","00622690bi74a4cfdd2441b17b8bef5e","4","1775122983"
"527058377351169","下载编译前必读.txt","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Android11/下载编译前必读.txt","False","1259","b43440f0fu01020917e23f895dc8f7d8","4","1775122983"
"176173544049252","tspi_1m_android13_kernel5.10_sdk_20260311","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Android13/tspi_1m_android13_kernel5.10_sdk_20260311","True","0",,"6","1775123071"
"525954808037099","buildroot_dl_4c7c9df616fb.tar.gz","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/buildroot_dl_4c7c9df616fb.tar.gz","False","472576874","6531c04c7n05b432a05bd46a7a16f694","6","1775123016"
"1000042634406435","buildroot_dl_4c7c9df616fb_md5sum.txt","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/buildroot_dl_4c7c9df616fb_md5sum.txt","False","67","50d429e9bk5d320ad9a231ef92e5d95e","4","1775123016"
"922983533612495","Tspi_Linux_config.cfg","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/Tspi_Linux_config.cfg","False","6129","c9bb10875p841deb292702bc25e71549","6","1775123016"
"86177399400671","tspi_linux_sdk_20230916.tar.gz","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/tspi_linux_sdk_20230916.tar.gz","False","14373950740","fe16e038ctfff0bdc797323b3b46ec57","6","1775123016"
"1027561852081582","tspi_linux_sdk_repo_20240131.tar.gz","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/tspi_linux_sdk_repo_20240131.tar.gz","False","16435497971","4bdc2be62l21447ecf55139b4cebd7aa","6","1775123016"
"704209964851469","tspi_linux_sdk_repo_20240131_md5sum.txt","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/tspi_linux_sdk_repo_20240131_md5sum.txt","False","70","f90aeea43uc1ab1bf58b4f6d3b05fdd6","4","1775123016"
"316876701902536","下载前必读.txt","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel4.9/下载前必读.txt","False","1082","792e126a8lb4324dbe745a9f36d789b9","4","1775123016"
"1027876591495652","tSpi-1M-lInux-kernel6.1-sdk-20260403","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Linux-kernel6.1/tSpi-1M-lInux-kernel6.1-sdk-20260403","True","0",,"6","1775171392"
"909131260835578","v4.0","/立创·泰山派开发板资料/第05章.【立创·泰山派】系统SDK/【SDK】Openharmony/v4.0","True","0",,"6","1729649049"
"659485665797743","【国际版镜像】Android","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】Android","True","0",,"6","1779250142"
"527240879942033","【国际版镜像】Buildroot","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】Buildroot","True","0",,"6","1779250143"
"761807397658018","【国际版镜像】Debian","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】Debian","True","0",,"6","1779250144"
"847125083443462","【国际版镜像】Ubuntu","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】Ubuntu","True","0",,"6","1779250145"
"927063720511105","【国际版镜像】底板固件","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】底板固件","True","0",,"6","1779250146"
"526657410848056","【国际版镜像】智能小手机综合项目","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【国际版镜像】智能小手机综合项目","True","0",,"6","1779250147"
"288309357386496","【镜像】Android","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】Android","True","0",,"6","1779250148"
"29953882846234","【镜像】Buildroot","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】Buildroot","True","0",,"6","1779250149"
"43509985127321","【镜像】Debian","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】Debian","True","0",,"6","1779250150"
"107255437314632","【镜像】OpenHarmony","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】OpenHarmony","True","0",,"6","1779250151"
"340678343005713","【镜像】OpenKylin","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】OpenKylin","True","0",,"6","1779250152"
"606721262381177","【镜像】Ubuntu20","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel4.9/【镜像】Ubuntu20","True","0",,"6","1779250153"
"543968223108683","【镜像】Android13","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel6.1/【镜像】Android13","True","0",,"6","1779250164"
"959796854299522","【镜像】Buildroot-kernel6.1","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel6.1/【镜像】Buildroot-kernel6.1","True","0",,"6","1779250165"
"847998939929639","【镜像】Debian12","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel6.1/【镜像】Debian12","True","0",,"6","1779250166"
"281285156662752","【镜像】Ubuntu22","/立创·泰山派开发板资料/第06章.【立创·泰山派】系统镜像/kernel6.1/【镜像】Ubuntu22","True","0",,"6","1779440234"
"590248009591728","2025-07-07","/立创·泰山派开发板资料/第07章.【立创·泰山派】开发工具/repo工具/2025-07-07","True","0",,"6","1751851781"
